drug,protein
DB04876,2191
DB04876,54878
DB04876,91039
DB04878,2548
DB04879,1956
DB04879,1436
DB04879,5159
DB04879,3815
DB04879,2321
DB04879,2324
DB04879,3791
DB04879,1024
DB04879,5753
DB04879,80122
DB04879,23097
DB04881,5243
DB04881,9429
DB04896,6530
DB04896,6532
DB04905,4048
DB04942,5916
DB04946,1129
DB04946,1132
DB04946,3350
DB04946,150
DB04946,1128
DB04946,1813
DB04946,151
DB04946,152
DB04946,1812
DB04946,1815
DB04946,1816
DB04946,6530
DB04946,3352
DB04946,3356
DB04946,3358
DB04946,3363
DB04946,3269
DB04946,1814
DB04946,3362
DB04946,6531
DB04946,10280
DB04953,3786
DB04953,3785
DB04953,9132
DB04953,56479
DB04960,1576
DB04960,2342
DB05013,5582
DB05013,5579
DB05013,5578
DB05013,5581
DB05013,5580
DB05039,153
DB05076,5950
DB05294,658
DB05294,10733
DB05294,2580
DB05294,2051
DB05294,8767
DB05294,9475
DB05294,6793
DB05294,25
DB05294,1956
DB05294,3932
DB05294,2534
DB05294,1436
DB05294,7525
DB05294,4067
DB05294,5979
DB05294,4233
DB05294,3055
DB05294,5159
DB05294,2268
DB05294,3815
DB05294,2260
DB05294,6714
DB05294,5261
DB05294,2321
DB05294,2263
DB05294,2065
DB05294,2264
DB05294,2261
DB05294,6198
DB05294,1969
DB05294,2042
DB05294,2046
DB05294,2324
DB05294,3791
DB05294,2322
DB05294,1445
DB05294,27
DB05294,2444
DB05294,1454
DB05294,1022
DB05294,3654
DB05294,2044
DB05294,2050
DB05294,2047
DB05294,2043
DB05294,30811
DB05294,54101
DB05294,7010
DB05294,4486
DB05294,695
DB05294,5871
DB05294,5562
DB05294,5607
DB05294,5753
DB05294,2066
DB05294,2045
DB05294,5260
DB05294,80122
DB05294,25989
DB05294,50488
DB05294,140901
DB05294,11184
DB05294,9748
DB05294,2872
DB05294,51135
DB05294,285220
DB05294,23043
DB05294,23387
DB05294,11183
DB05294,4216
DB05424,658
DB05424,5609
DB05424,2580
DB05424,2051
DB05424,6885
DB05424,8767
DB05424,9262
DB05424,6793
DB05424,25
DB05424,1956
DB05424,2064
DB05424,3932
DB05424,2534
DB05424,7525
DB05424,4067
DB05424,5979
DB05424,4233
DB05424,3055
DB05424,2268
DB05424,3815
DB05424,6714
DB05424,2321
DB05424,2065
DB05424,2042
DB05424,2046
DB05424,4058
DB05424,5596
DB05424,2322
DB05424,1445
DB05424,27
DB05424,2444
DB05424,1453
DB05424,1454
DB05424,640
DB05424,3654
DB05424,660
DB05424,3718
DB05424,5602
DB05424,2044
DB05424,2050
DB05424,2047
DB05424,2043
DB05424,30811
DB05424,695
DB05424,3702
DB05424,1760
DB05424,5871
DB05424,5607
DB05424,1859
DB05424,5753
DB05424,2066
DB05424,2045
DB05424,80122
DB05424,120892
DB05424,25989
DB05424,50488
DB05424,147746
DB05424,140901
DB05424,8445
DB05424,4215
DB05424,83732
DB05424,9748
DB05424,2872
DB05424,27148
DB05424,55589
DB05424,51135
DB05424,9263
DB05424,285220
DB05424,23043
DB05424,238
DB05424,6795
DB05424,23387
DB05424,10746
DB05424,11183
DB05424,4216
DB05448,7295
DB05465,10733
DB05465,2580
DB05465,6793
DB05465,1956
DB05465,4914
DB05465,3932
DB05465,1436
DB05465,5159
DB05465,3815
DB05465,6714
DB05465,558
DB05465,2324
DB05465,3791
DB05465,2322
DB05465,1195
DB05465,1196
DB05465,1198
DB05465,1022
DB05465,5127
DB05465,10461
DB05465,5607
DB05465,4921
DB05465,80122
DB05465,147746
DB05465,9212
DB05465,9748
DB05465,11183
DB05812,1586
DB06148,3350
DB06148,1813
DB06148,151
DB06148,152
DB06148,1812
DB06148,3274
DB06148,3355
DB06148,6532
DB06148,3363
DB06148,148
DB06148,1814
DB06148,3357
DB06148,3362
DB06148,6531
DB06148,59340
DB06155,1559
DB06155,1269
DB06155,3757
DB06203,1544
DB06203,1576
DB06203,1565
DB06203,1559
DB06203,1803
DB06203,1557
DB06207,148
DB06216,154
DB06216,1129
DB06216,153
DB06216,3350
DB06216,150
DB06216,1813
DB06216,151
DB06216,152
DB06216,6915
DB06216,3352
DB06216,3351
DB06216,3356
DB06216,3358
DB06216,3354
DB06216,6532
DB06216,3269
DB06216,1814
DB06218,771
DB06218,759
DB06218,760
DB06218,761
DB06218,762
DB06218,765
DB06218,763
DB06218,768
DB06218,23632
DB06218,11238
DB06288,150
DB06288,152
DB06288,1815
DB06288,3352
DB06288,3351
DB06288,3357
DB06288,3362
DB06292,6523
DB06292,115584
DB06335,54878
DB06335,91039
DB06589,658
DB06589,2051
DB06589,23396
DB06589,3717
DB06589,9448
DB06589,25
DB06589,2242
DB06589,1436
DB06589,4067
DB06589,5979
DB06589,4233
DB06589,3055
DB06589,5159
DB06589,3815
DB06589,2260
DB06589,673
DB06589,5156
DB06589,2321
DB06589,2261
DB06589,4058
DB06589,7297
DB06589,2324
DB06589,3791
DB06589,2322
DB06589,7048
DB06589,6850
DB06589,5599
DB06589,3654
DB06589,7010
DB06589,5871
DB06589,5607
DB06589,4214
DB06589,8711
DB06589,4921
DB06589,80122
DB06589,57551
DB06589,79837
DB06589,55781
DB06589,9748
DB06589,51347
DB06589,5298
DB06589,9344
DB06589,10746
DB06594,3356
DB06594,3357
DB06605,2159
DB06616,10494
DB06616,11113
DB06616,8780
DB06616,5609
DB06616,1111
DB06616,8573
DB06616,2580
DB06616,2051
DB06616,9175
DB06616,6885
DB06616,8767
DB06616,9891
DB06616,3717
DB06616,9475
DB06616,8408
DB06616,5063
DB06616,6793
DB06616,23683
DB06616,5218
DB06616,9448
DB06616,11200
DB06616,25
DB06616,1956
DB06616,2064
DB06616,4914
DB06616,3932
DB06616,2534
DB06616,4869
DB06616,2242
DB06616,1436
DB06616,7525
DB06616,4067
DB06616,5979
DB06616,4233
DB06616,3055
DB06616,5159
DB06616,2268
DB06616,3815
DB06616,6714
DB06616,5261
DB06616,5156
DB06616,2241
DB06616,2041
DB06616,2065
DB06616,6198
DB06616,1969
DB06616,2042
DB06616,2046
DB06616,2048
DB06616,4058
DB06616,7297
DB06616,7465
DB06616,558
DB06616,2868
DB06616,7075
DB06616,5605
DB06616,2322
DB06616,1445
DB06616,4145
DB06616,7006
DB06616,7294
DB06616,27
DB06616,2444
DB06616,7535
DB06616,6850
DB06616,6416
DB06616,5606
DB06616,1452
DB06616,1453
DB06616,1454
DB06616,1195
DB06616,1196
DB06616,1198
DB06616,1022
DB06616,640
DB06616,3654
DB06616,6197
DB06616,660
DB06616,4751
DB06616,3718
DB06616,5608
DB06616,5347
DB06616,2049
DB06616,2044
DB06616,2050
DB06616,2047
DB06616,2043
DB06616,30811
DB06616,150094
DB06616,4293
DB06616,5127
DB06616,5581
DB06616,5604
DB06616,7010
DB06616,5588
DB06616,4486
DB06616,5747
DB06616,5580
DB06616,695
DB06616,7301
DB06616,10188
DB06616,780
DB06616,3702
DB06616,1760
DB06616,5871
DB06616,7786
DB06616,10461
DB06616,6789
DB06616,5562
DB06616,5058
DB06616,5607
DB06616,5598
DB06616,5062
DB06616,6788
DB06616,4214
DB06616,6093
DB06616,818
DB06616,659
DB06616,9641
DB06616,2185
DB06616,2066
DB06616,6196
DB06616,4638
DB06616,4916
DB06616,5585
DB06616,5586
DB06616,4296
DB06616,4915
DB06616,5260
DB06616,4921
DB06616,22848
DB06616,80122
DB06616,51086
DB06616,120892
DB06616,25989
DB06616,25778
DB06616,57551
DB06616,11011
DB06616,7444
DB06616,204851
DB06616,57118
DB06616,8491
DB06616,167359
DB06616,9706
DB06616,50488
DB06616,122011
DB06616,147746
DB06616,53904
DB06616,79858
DB06616,140901
DB06616,131890
DB06616,140469
DB06616,11184
DB06616,65061
DB06616,10645
DB06616,9088
DB06616,8394
DB06616,4215
DB06616,27102
DB06616,83732
DB06616,83942
DB06616,65975
DB06616,85443
DB06616,81788
DB06616,23235
DB06616,9748
DB06616,51347
DB06616,28996
DB06616,6725
DB06616,10114
DB06616,57396
DB06616,27148
DB06616,55589
DB06616,51135
DB06616,51776
DB06616,10769
DB06616,51765
DB06616,440275
DB06616,51701
DB06616,27347
DB06616,285220
DB06616,29110
DB06616,27330
DB06616,23043
DB06616,9874
DB06616,9344
DB06616,238
DB06616,26576
DB06616,815
DB06616,22983
DB06616,23387
DB06616,10746
DB06616,11183
DB06616,8428
DB06616,4216
DB06684,1813
DB06684,6532
DB06684,3269
DB06684,1814
DB06684,3360
DB06694,3352
DB06694,3351
DB06700,6530
DB06700,6532
DB06710,6462
DB06711,151
DB06711,152
DB06711,11188
DB06729,1559
DB06743,2742
DB06777,6555
DB06809,729230
DB06809,1233
DB06813,1719
DB06817,1230
DB06999,658
DB06999,10733
DB06999,6790
DB06999,9201
DB06999,2051
DB06999,8767
DB06999,8576
DB06999,9943
DB06999,9448
DB06999,25
DB06999,5894
DB06999,3932
DB06999,2534
DB06999,2242
DB06999,1436
DB06999,7525
DB06999,4067
DB06999,3055
DB06999,5159
DB06999,2268
DB06999,3815
DB06999,2260
DB06999,6714
DB06999,5156
DB06999,2321
DB06999,2263
DB06999,3791
DB06999,5605
DB06999,2322
DB06999,7048
DB06999,1445
DB06999,27
DB06999,2444
DB06999,6416
DB06999,1024
DB06999,1195
DB06999,1196
DB06999,640
DB06999,4751
DB06999,3984
DB06999,3985
DB06999,150094
DB06999,1455
DB06999,5604
DB06999,5747
DB06999,10188
DB06999,780
DB06999,5058
DB06999,5607
DB06999,8737
DB06999,93
DB06999,5753
DB06999,8536
DB06999,7016
DB06999,4921
DB06999,340156
DB06999,204851
DB06999,50488
DB06999,147746
DB06999,79858
DB06999,8445
DB06999,23678
DB06999,9212
DB06999,55781
DB06999,23097
DB06999,85443
DB06999,23235
DB06999,9748
DB06999,28996
DB06999,6725
DB06999,10114
DB06999,27148
DB06999,51776
DB06999,440275
DB06999,5298
DB06999,23043
DB06999,6795
DB06999,11183
DB07340,6790
DB07340,7272
DB07352,8658
DB07352,2099
DB07352,1543
DB07352,1544
DB07352,5243
DB07352,367
DB07352,5292
DB07352,1588
DB07352,3292
DB07352,4128
DB07352,4363
DB07352,5743
DB07352,2322
DB07352,3293
DB07352,7498
DB07352,5602
DB07352,1457
DB07352,1021
DB07352,1020
DB07352,3735
DB07352,1432
DB07352,1545
DB07352,2100
DB07352,80351
DB07352,50507
DB07352,9429
DB07715,11156
DB07715,2099
DB07715,2100
DB07767,771
DB07767,759
DB07767,760
DB07767,765
DB07767,763
DB07767,768
DB07767,23632
DB07795,5292
DB07795,239
DB07795,1017
DB07795,3293
DB07795,7498
DB07795,5602
DB07795,1020
DB07795,1432
DB07810,2099
DB07941,5600
DB07995,9475
DB07995,9252
DB07995,5578
DB07995,6198
DB07995,207
DB07995,208
DB07995,1452
DB07995,1457
DB07995,816
DB07995,5592
DB07995,91807
DB07995,10000
DB08052,5293
DB08052,25
DB08052,1956
DB08052,5979
DB08052,3055
DB08052,5156
DB08052,3791
DB08052,5291
DB08052,5294
DB08052,2050
DB08052,5591
DB08052,5298
DB08059,5293
DB08059,5291
DB08059,2475
DB08059,4638
DB08059,1263
DB08059,10769
DB08079,4233
DB08079,1576
DB08142,8573
DB08142,6792
DB08142,5218
DB08142,983
DB08142,1019
DB08142,4117
DB08142,984
DB08142,1195
DB08142,1196
DB08142,1198
DB08142,2931
DB08142,2932
DB08142,1022
DB08142,1025
DB08142,1018
DB08142,1021
DB08142,1020
DB08142,5127
DB08142,5128
DB08142,5129
DB08142,1760
DB08142,5598
DB08142,1859
DB08142,8621
DB08142,57551
DB08142,166614
DB08142,225689
DB08142,8445
DB08142,8999
DB08142,65061
DB08142,10645
DB08142,23097
DB08142,85443
DB08142,9748
DB08142,51347
DB08142,57396
DB08142,9874
DB08142,9344
DB08142,22858
DB08142,728642
DB08142,9149
DB08162,9252
DB08162,6347
DB08162,4638
DB08162,5585
DB08162,5586
DB08356,3320
DB08356,3326
DB08399,3932
DB08399,3735
DB08568,11113
DB08568,8780
DB08568,1111
DB08568,2580
DB08568,1613
DB08568,6885
DB08568,8408
DB08568,9252
DB08568,8986
DB08568,6792
DB08568,9262
DB08568,23683
DB08568,5218
DB08568,9448
DB08568,9113
DB08568,10298
DB08568,11200
DB08568,5582
DB08568,5979
DB08568,3815
DB08568,5292
DB08568,5261
DB08568,5610
DB08568,1459
DB08568,5567
DB08568,6198
DB08568,5583
DB08568,1017
DB08568,5594
DB08568,207
DB08568,208
DB08568,2868
DB08568,2322
DB08568,5606
DB08568,1452
DB08568,1453
DB08568,9261
DB08568,1024
DB08568,1454
DB08568,1195
DB08568,1196
DB08568,1198
DB08568,2931
DB08568,2932
DB08568,1022
DB08568,1025
DB08568,3654
DB08568,6197
DB08568,5613
DB08568,3718
DB08568,1612
DB08568,1457
DB08568,8396
DB08568,6733
DB08568,1455
DB08568,1018
DB08568,5127
DB08568,5128
DB08568,5581
DB08568,5588
DB08568,5580
DB08568,5129
DB08568,1760
DB08568,5871
DB08568,5058
DB08568,5062
DB08568,6788
DB08568,5593
DB08568,6093
DB08568,8899
DB08568,816
DB08568,818
DB08568,817
DB08568,1859
DB08568,5592
DB08568,8621
DB08568,9833
DB08568,4638
DB08568,5585
DB08568,5586
DB08568,814
DB08568,5260
DB08568,22848
DB08568,91807
DB08568,80122
DB08568,120892
DB08568,8476
DB08568,55561
DB08568,57551
DB08568,415116
DB08568,7444
DB08568,340156
DB08568,204851
DB08568,57118
DB08568,51265
DB08568,9706
DB08568,50488
DB08568,84254
DB08568,122011
DB08568,147746
DB08568,225689
DB08568,131890
DB08568,8445
DB08568,8999
DB08568,23678
DB08568,65061
DB08568,10645
DB08568,6732
DB08568,8394
DB08568,83732
DB08568,55781
DB08568,23097
DB08568,65975
DB08568,81788
DB08568,51347
DB08568,28996
DB08568,10114
DB08568,57396
DB08568,2872
DB08568,53944
DB08568,56924
DB08568,26524
DB08568,55589
DB08568,51135
DB08568,11040
DB08568,57144
DB08568,5298
DB08568,9263
DB08568,23604
DB08568,23043
DB08568,9344
DB08568,26576
DB08568,22858
DB08568,6795
DB08568,815
DB08568,10000
DB08568,9149
DB08568,9578
DB08568,1456
DB08597,658
DB08597,3932
DB08597,7525
DB08597,652
DB08597,6714
DB08597,2321
DB08597,1969
DB08597,3791
DB08597,2322
DB08597,657
DB08597,94
DB08597,7048
DB08597,659
DB08597,6195
DB08597,8569
DB08597,5564
DB08756,9252
DB08756,6347
DB08756,5581
DB08756,5586
DB08800,5747
DB08828,213
DB08828,6469
DB08828,6608
DB08860,3156
DB08868,8698
DB08868,1901
DB08868,1903
DB08868,53637
DB08877,658
DB08877,10733
DB08877,10494
DB08877,8780
DB08877,3551
DB08877,8573
DB08877,2580
DB08877,9201
DB08877,2051
DB08877,1613
DB08877,6885
DB08877,3717
DB08877,9475
DB08877,8408
DB08877,2081
DB08877,9252
DB08877,8986
DB08877,8576
DB08877,9262
DB08877,9943
DB08877,10298
DB08877,25
DB08877,4914
DB08877,5979
DB08877,3815
DB08877,673
DB08877,5261
DB08877,1459
DB08877,3716
DB08877,2042
DB08877,4058
DB08877,7297
DB08877,2868
DB08877,7272
DB08877,5605
DB08877,5599
DB08877,6416
DB08877,5606
DB08877,1452
DB08877,1196
DB08877,1022
DB08877,3654
DB08877,4752
DB08877,3718
DB08877,5347
DB08877,1612
DB08877,54101
DB08877,1457
DB08877,5581
DB08877,5604
DB08877,10188
DB08877,1760
DB08877,5871
DB08877,4214
DB08877,5593
DB08877,6093
DB08877,816
DB08877,818
DB08877,817
DB08877,1859
DB08877,659
DB08877,8536
DB08877,9641
DB08877,9833
DB08877,6196
DB08877,6195
DB08877,4638
DB08877,6011
DB08877,4916
DB08877,4915
DB08877,5260
DB08877,22848
DB08877,388228
DB08877,80122
DB08877,120892
DB08877,25989
DB08877,389840
DB08877,2011
DB08877,57551
DB08877,7444
DB08877,204851
DB08877,57118
DB08877,9706
DB08877,166614
DB08877,140609
DB08877,131890
DB08877,8445
DB08877,57172
DB08877,6732
DB08877,4215
DB08877,83732
DB08877,55781
DB08877,85443
DB08877,81788
DB08877,51347
DB08877,28996
DB08877,10114
DB08877,1263
DB08877,57396
DB08877,2872
DB08877,56924
DB08877,55589
DB08877,10769
DB08877,57144
DB08877,51765
DB08877,5298
DB08877,9263
DB08877,27347
DB08877,29110
DB08877,23604
DB08877,27330
DB08877,9344
DB08877,238
DB08877,26576
DB08877,6795
DB08877,815
DB08877,22983
DB08877,23387
DB08877,10746
DB08878,1719
DB08881,5894
DB08881,673
DB08882,1803
DB08882,2191
DB08893,155
DB08896,673
DB08896,2053
DB08896,3791
DB08897,1129
DB08897,1132
DB08897,1133
DB08897,1128
DB08897,1131
DB08899,367
DB08901,25
DB08901,5979
DB08901,3815
DB08901,3791
DB08901,2932
DB08905,1588
DB08916,11113
DB08916,2580
DB08916,2051
DB08916,8767
DB08916,6793
DB08916,25
DB08916,1956
DB08916,2064
DB08916,3932
DB08916,4233
DB08916,3055
DB08916,6714
DB08916,5261
DB08916,2065
DB08916,558
DB08916,2322
DB08916,7294
DB08916,2444
DB08916,5601
DB08916,1454
DB08916,640
DB08916,3654
DB08916,5602
DB08916,5607
DB08916,1859
DB08916,2066
DB08916,1432
DB08916,5260
DB08916,388228
DB08916,147746
DB08916,8445
DB08916,8569
DB08916,9748
DB08916,2872
DB08916,9263
DB08916,285220
DB08916,27330
DB08916,9149
DB08932,1910
DB08932,1909
DB08943,1586
DB08954,3269
DB08954,3757
DB08954,2904
DB08954,10280
DB09028,1139
DB01223,135
DB01223,136
DB05381,3274
DB05381,3269
DB05381,59340
DB05381,11255
DB01075,1129
DB01075,1132
DB01075,1133
DB01075,1128
DB01075,1131
DB01075,3757
DB08846,10733
DB08846,6790
DB08846,771
DB08846,9891
DB08846,1956
DB08846,759
DB08846,760
DB08846,2064
DB08846,3643
DB08846,3480
DB08846,4233
DB08846,5159
DB08846,6714
DB08846,673
DB08846,231
DB08846,762
DB08846,765
DB08846,207
DB08846,763
DB08846,2324
DB08846,3791
DB08846,1326
DB08846,2932
DB08846,5347
DB08846,2050
DB08846,23621
DB08846,1457
DB08846,7010
DB08846,5747
DB08846,768
DB08846,9356
DB08846,9212
DB08846,23632
DB08865,658
DB08865,10733
DB08865,8780
DB08865,3551
DB08865,8573
DB08865,6790
DB08865,9201
DB08865,4593
DB08865,2051
DB08865,9175
DB08865,6885
DB08865,8767
DB08865,3717
DB08865,9475
DB08865,8408
DB08865,6793
DB08865,23683
DB08865,25
DB08865,1956
DB08865,4914
DB08865,3643
DB08865,3932
DB08865,2534
DB08865,2242
DB08865,1436
DB08865,7525
DB08865,4067
DB08865,5979
DB08865,3480
DB08865,4233
DB08865,6098
DB08865,2268
DB08865,3815
DB08865,6714
DB08865,3645
DB08865,2241
DB08865,2321
DB08865,5610
DB08865,984
DB08865,2041
DB08865,2261
DB08865,6198
DB08865,3716
DB08865,1969
DB08865,2042
DB08865,2046
DB08865,4058
DB08865,7297
DB08865,558
DB08865,2868
DB08865,7075
DB08865,2322
DB08865,91
DB08865,7046
DB08865,7294
DB08865,27
DB08865,2444
DB08865,7535
DB08865,6850
DB08865,5606
DB08865,1022
DB08865,640
DB08865,3654
DB08865,660
DB08865,3718
DB08865,3984
DB08865,3985
DB08865,2044
DB08865,2050
DB08865,2047
DB08865,2043
DB08865,54101
DB08865,7010
DB08865,90
DB08865,4486
DB08865,5747
DB08865,695
DB08865,7301
DB08865,10188
DB08865,780
DB08865,3702
DB08865,1760
DB08865,5871
DB08865,7786
DB08865,10461
DB08865,6789
DB08865,5562
DB08865,5598
DB08865,6788
DB08865,4214
DB08865,6093
DB08865,8711
DB08865,8737
DB08865,9641
DB08865,2185
DB08865,5587
DB08865,2045
DB08865,7016
DB08865,4916
DB08865,4915
DB08865,22848
DB08865,388228
DB08865,80122
DB08865,51086
DB08865,25989
DB08865,25778
DB08865,389840
DB08865,57551
DB08865,8491
DB08865,167359
DB08865,9706
DB08865,50488
DB08865,166614
DB08865,147746
DB08865,91754
DB08865,140901
DB08865,140609
DB08865,8445
DB08865,8999
DB08865,11184
DB08865,79934
DB08865,9212
DB08865,10645
DB08865,6732
DB08865,8394
DB08865,4215
DB08865,83732
DB08865,81788
DB08865,23235
DB08865,9748
DB08865,51347
DB08865,55589
DB08865,51135
DB08865,51765
DB08865,285220
DB08865,29110
DB08865,9344
DB08865,238
DB08865,26576
DB08865,728642
DB08865,6795
DB08865,10746
DB08865,11183
DB08865,11213
DB04149,5141
DB04149,5143
